Code Domaine,Domaine,Code zone (M49),Zone,Code indicateur,Indicateur,Code sexe,Sexe,Code année,Année,Code Élément,Élément,Code source,Source,Unité,Valeur,Symbole,Description du Symbole,Note
"OEA","Indicateurs de l’emploi: Agriculture","040","Autriche","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","29302.64","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","031","Azerbaïdjan","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","2246.11","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","044","Bahamas","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","13905.99","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","048","Bahreïn","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","11751.39","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","050","Bangladesh","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","1279.94","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","052","Barbade","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","17457.41","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","112","Bélarus","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","7219.29","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","056","Belgique","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","62318.16","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","084","Belize","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","6224.7","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","204","Bénin","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","2202.25","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","064","Bhoutan","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","1568.91","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","068","Bolivie (État plurinational de)","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","2485.84","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","070","Bosnie-Herzégovine","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","5279.92","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","072","Botswana","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","1880.55","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","076","Brésil","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","9972.7","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","096","Brunéi Darussalam","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","33298.48","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","100","Bulgarie","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","11410.29","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","854","Burkina Faso","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","1717.72","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","108","Burundi","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","265.67","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","132","Cabo Verde","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","3985.55","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","116","Cambodge","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","1547.37","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","120","Cameroun","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","1119.69","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","124","Canada","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","113590.61","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","152","Chili","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","11987.63","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","159","Chine","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","35846.87","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","344","Chine - RAS de Hong-Kong","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","30146.21","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","156","Chine, continentale","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","5700.66","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","196","Chypre","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","29771.38","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","170","Colombie","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","5278.27","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","174","Comores","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","5823.37","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","178","Congo","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","1178.85","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","188","Costa Rica","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","10833.91","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","191","Croatie","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","15961.56","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","192","Cuba","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","3603.16","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","208","Danemark","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","52325.58","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","262","Djibouti","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","492.33","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","818","Égypte","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","7409.3","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","222","El Salvador","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","3135.11","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","784","Émirats arabes unis","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","33458.58","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","218","Équateur","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","4170.85","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","232","Érythrée","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","423.25","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","724","Espagne","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","43365.36","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","233","Estonie","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","27548.17","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","748","Eswatini","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","9901.87","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","840","États-Unis d'Amérique","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","82704.1","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","231","Éthiopie","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","771.09","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","643","Fédération de Russie","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","14050.32","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","242","Fidji","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","6443.2","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","246","Finlande","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","61439.05","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","250","France","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","53703.63","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","266","Gabon","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","5272.4","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","270","Gambie","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","1580.21","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","268","Géorgie","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","1751.52","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","288","Ghana","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","3249.26","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","300","Grèce","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","18057.04","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","320","Guatemala","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","3081.9","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","324","Guinée","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","900.69","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","226","Guinée équatoriale","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","1216.69","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","624","Guinée-Bissau","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","1243.77","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","328","Guyana","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","28173.23","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","332","Haïti","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","1937.84","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","340","Honduras","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","2335.34","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","348","Hongrie","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","23926.64","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","090","Îles Salomon","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","4207.88","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","356","Inde","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","2118.55","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","360","Indonésie","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","3601.05","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","364","Iran (République islamique d')","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","11142.11","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","368","Iraq","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","7060.7","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","372","Irlande","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","34046.79","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","352","Islande","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","134912.3","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","376","Israël","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","109094.5","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","380","Italie","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","39908.13","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","388","Jamaïque","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","4830.99","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","392","Japon","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","17694.55","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","400","Jordanie","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","35924.47","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","398","Kazakhstan","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","7629.72","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","404","Kenya","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","1180.36","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","417","Kirghizistan","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","2260.43","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","414","Koweït","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","14314.42","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","426","Lesotho","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","289.94","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","428","Lettonie","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","16005.41","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","422","Liban","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","8049.97","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","430","Libéria","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","1317.75","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","434","Libye","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","5271.52","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","440","Lituanie","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","15242.23","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","442","Luxembourg","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","67096.05","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","807","Macédoine du Nord","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","8276.92","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","450","Madagascar","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","365.14","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","458","Malaisie","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","16585.26","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","454","Malawi","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","411.16","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","462","Maldives","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","10424.21","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","466","Mali","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","1529.73","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","470","Malte","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","32516.05","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","504","Maroc","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","3750.86","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","480","Maurice","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","11528.13","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","478","Mauritanie","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","4188.02","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","484","Mexique","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","5879.82","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","496","Mongolie","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","5706.21","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","499","Monténégro","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","19192.05","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","508","Mozambique","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","462.45","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","104","Myanmar","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","1479.01","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","516","Namibie","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","4866.53","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","524","Népal","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","684.74","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","558","Nicaragua","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","2754.45","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","562","Niger","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","710.07","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","566","Nigéria","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","5679.87","X","Ciffre de sources internationales",""
"OEA","Indicateurs de l’emploi: Agriculture","578","Norvège","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Valeur","3043","ILO - ILO Modelled Estimates","US$","107526.17","X","Ciffre de sources internationales",""
